FFTE Feed tank level SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,TFE Steam temperature SP,FFTE Feed flow SP,FFTE Out steam temp SP,Extract tank Level,Extract tank Out flow PV,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed tank level PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Out steam temp PV,FFTE Production solids PV,FFTE Pump 1,FFTE Pump 1 - 2,FFTE Pump 2,FFTE Steam pressure PV,FFTE Temperature 1 - 1,FFTE Temperature 1 - 2,FFTE Temperature 2 - 1,FFTE Temperature 2 - 2,FFTE Temperature 3 - 1,FFTE Temperature 3 - 2,FFTE Unk Temperature,TFE Feed pump,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,Class
50.0,43.0,68.0,2846.51,72.0,-56.84,120.0,80.0,10200.0,50.0,47.69,10.2,1.06,45.67,9286.64,50.82,60.88,63.57,64.15,50.25,46.27,80.0,100.0,81.0,110.12,77.77,79.34,63.44,57.2,20.55,79.57,63.38,17.0,1461.74,41.4,29.07,80.0,2212.06,0.0,73.84,0.77,119.91,70.63,83.86,71.0,-74.93,2
50.0,43.0,97.0,2988.84,76.0,-64.68,125.0,80.0,10200.0,50.0,46.23,55.96,1.26,44.4,9491.94,50.6,54.76,63.92,61.87,49.96,41.79,80.0,100.0,81.0,135.59,82.0,83.57,65.59,61.43,6.45,82.9,65.18,22.0,1693.26,44.35,28.97,80.0,1423.48,0.0,64.92,0.88,119.91,73.07,80.41,73.0,-74.21,2
50.0,43.0,93.49,2917.67,76.0,-54.21,120.0,80.0,10200.0,50.0,49.17,16.94,1.13,43.43,10401.43,50.44,51.91,62.32,63.48,49.99,44.28,80.0,100.0,81.0,129.2,69.63,106.16,61.65,56.4,18.82,70.27,65.24,24.0,1955.9,47.65,30.49,80.0,2558.37,0.0,65.67,0.75,119.91,72.36,81.9,73.0,-74.21,2
50.0,40.5,132.7,2296.3,63.0,-65.66,125.0,80.0,9600.0,50.0,54.98,43.56,1.26,54.32,10222.44,47.33,48.37,65.95,66.03,49.96,51.37,80.0,100.0,81.0,107.89,70.43,72.51,59.15,59.34,5.55,70.91,73.57,27.0,1878.73,47.46,29.61,80.0,1866.41,0.0,66.85,0.67,119.91,73.57,49.43,82.0,-59.77,2
50.0,40.5,112.0,2119.48,36.5,-57.33,120.0,80.0,9600.0,50.0,22.97,39.72,1.31,55.15,9510.38,49.19,54.47,62.68,60.24,49.83,57.84,80.0,100.0,81.0,100.28,80.68,82.07,64.5,59.73,5.65,81.49,71.74,31.8,1981.19,50.12,39.27,80.0,2955.25,0.0,63.83,1.19,119.91,80.43,80.65,81.0,-60.12,1
50.0,42.0,100.0,1992.86,63.0,-79.93,120.0,80.0,9300.0,50.0,31.65,18.95,1.26,44.55,9286.64,50.89,63.44,62.84,61.85,50.06,44.48,80.0,100.0,81.0,121.43,81.9,83.63,65.78,60.46,17.76,82.93,62.68,23.0,1622.57,43.8,28.57,80.0,2064.85,0.0,68.25,1.24,119.91,62.93,84.23,70.0,-79.13,1
50.0,43.0,115.0,2988.84,65.0,-77.88,120.0,80.0,10400.0,50.0,23.27,5.4,1.29,52.46,10305.45,50.5,48.42,62.16,62.23,49.73,52.15,80.0,100.0,81.0,83.54,68.22,70.62,58.96,56.33,9.62,68.6,73.73,32.0,1802.2,47.1,28.7,80.0,4384.57,0.0,69.32,1.2,119.91,73.73,82.61,82.0,-56.91,0
50.0,43.0,139.0,2991.88,69.0,-65.64,120.0,80.0,10130.0,50.0,62.52,87.59,1.24,41.25,10516.86,47.23,50.09,62.48,58.16,50.25,40.86,80.0,100.0,81.0,136.45,67.64,69.95,59.7,61.01,11.99,68.22,63.22,19.5,1949.42,45.63,28.77,80.0,2475.36,0.0,62.94,1.2,119.91,67.81,78.17,68.0,-79.49,2
25.0,41.5,135.0,2038.55,5.0,-50.0,2.0,80.0,14000.0,50.0,18.92,39.82,1.3,8.08,14009.73,30.25,42.71,44.12,24.94,49.09,8.7,75.0,100.0,70.0,134.48,59.6,62.52,55.24,54.35,10.55,61.68,46.78,0.0,3398.18,39.74,19.49,20.0,2372.24,0.0,0.0,0.86,1.98,74.93,70.21,75.0,2.3,1
25.0,41.5,128.52,2035.66,73.0,-45.0,120.0,80.0,9600.0,50.0,55.93,6.46,1.27,-13.6,12028.53,60.18,52.87,58.61,46.91,50.57,-13.14,70.0,95.0,65.0,85.47,61.65,64.21,58.32,58.22,21.73,63.54,72.1,25.93,3141.37,61.72,25.31,80.0,2756.81,0.0,-15.3,0.79,119.91,70.75,51.25,75.0,-57.98,2
25.0,43.0,141.9,2917.67,69.0,-80.0,120.0,80.0,10200.0,50.0,63.88,12.23,1.08,54.7,10324.9,50.12,41.02,63.16,63.41,50.06,54.62,80.0,100.0,81.0,104.48,69.5,71.87,58.89,53.45,0.97,70.24,75.3,30.0,1757.46,47.01,29.47,80.0,3256.81,0.0,76.75,0.91,119.91,75.37,81.96,83.0,-53.06,2
25.0,43.0,160.0,2119.48,5.0,-50.0,120.0,80.0,12000.0,50.0,53.86,39.72,1.27,51.5,9587.55,56.75,51.24,63.16,61.88,50.09,52.09,80.0,100.0,81.0,125.31,81.42,82.51,66.24,60.59,3.18,81.9,55.21,29.0,1525.94,32.11,23.12,80.0,1686.77,0.0,57.81,1.19,13.2,53.13,82.48,72.0,-59.77,1
50.0,42.0,152.0,2679.49,58.0,-71.05,125.0,80.0,9800.0,50.0,54.64,63.18,0.76,45.97,9350.84,49.32,60.1,63.38,63.38,49.99,45.97,80.0,100.0,81.0,130.05,81.78,83.51,65.88,60.24,11.0,82.77,60.98,22.0,1648.51,42.88,28.67,80.0,1193.26,0.0,53.32,0.88,121.53,66.85,63.48,67.0,-79.49,2
50.0,43.0,115.0,2799.07,72.0,-56.88,70.0,80.0,10200.0,51.11,36.73,6.46,1.05,47.91,10164.72,49.99,57.1,65.85,63.73,49.96,47.91,80.0,100.0,81.0,75.24,69.79,72.67,62.32,61.62,20.52,71.68,77.74,25.5,1487.68,45.02,28.37,80.0,1558.37,0.0,72.72,1.26,119.91,77.96,80.87,90.0,-43.54,2
50.0,41.5,123.0,2038.55,63.0,-71.29,120.0,80.0,9400.0,50.0,69.95,17.8,1.08,51.84,10613.49,56.62,50.18,64.02,63.61,49.83,52.23,80.0,100.0,81.0,120.0,69.82,72.39,59.6,59.15,11.15,70.46,73.73,27.8,1846.95,47.87,28.33,80.0,1846.95,0.0,67.07,0.94,119.91,82.35,82.62,82.0,-60.12,1
50.0,43.0,125.0,2846.51,65.0,-43.99,120.0,80.0,10200.0,51.11,42.28,5.3,1.28,48.51,9324.9,50.86,68.51,66.65,64.89,49.89,48.81,80.0,100.0,81.0,120.0,85.2,86.49,68.92,62.84,22.44,86.52,66.68,22.0,1597.28,43.45,30.76,80.0,2122.57,0.0,73.04,0.95,119.91,72.87,75.67,74.0,-73.5,1
50.0,40.5,123.01,2296.3,36.5,-68.44,120.0,80.0,9500.0,50.0,49.7,1.56,1.27,43.59,9594.03,47.07,49.63,61.83,61.61,50.06,42.76,80.0,100.0,81.0,115.08,81.01,82.55,65.24,59.6,0.49,81.81,65.69,20.0,1577.82,45.18,35.13,80.0,955.9,0.0,63.61,1.21,125.36,65.47,84.71,73.0,-76.67,2
50.0,39.0,134.42,1878.0,64.0,-79.46,120.0,80.0,9500.0,50.0,69.97,16.46,1.29,29.58,10228.28,50.82,27.91,49.58,49.64,44.47,29.58,80.0,100.0,81.0,-85.64,52.71,48.1,51.59,42.88,2.95,47.68,50.09,11.22,1212.06,45.57,24.5,80.0,1282.75,0.0,-0.09,0.88,99.06,50.18,14.75,78.0,-44.61,2
50.0,43.0,145.51,2991.88,68.0,-78.8,125.0,80.0,10500.0,50.0,64.06,1.75,1.24,47.97,10516.86,46.75,50.46,68.52,58.39,48.93,48.05,80.0,100.0,81.0,142.22,72.42,74.89,62.04,67.1,5.58,73.06,71.39,19.5,1538.91,43.93,28.74,80.0,2230.87,0.0,67.82,1.21,125.03,76.85,83.66,80.0,-64.37,2
50.0,39.0,126.29,1878.0,63.0,-79.48,125.0,80.0,9400.0,50.0,61.46,16.07,1.28,48.51,9331.39,49.48,41.4,62.84,65.34,49.89,48.81,80.0,100.0,81.0,115.08,81.01,82.35,62.96,60.27,0.0,82.1,72.87,23.96,1577.82,42.81,33.08,80.0,2551.88,0.0,71.73,1.07,125.36,78.64,83.01,79.0,-65.4,1
50.0,41.68,135.0,1904.29,38.0,-79.75,44.18,80.0,9500.0,51.11,41.89,15.2,1.35,42.17,9677.04,49.51,59.02,67.77,67.9,50.06,42.32,80.0,100.0,81.0,122.85,79.53,81.23,64.89,58.16,14.74,80.53,63.22,20.0,1840.47,44.19,28.5,80.0,1487.68,0.0,63.32,0.85,120.23,66.21,47.01,66.0,-79.85,0
50.0,40.5,110.0,2119.48,60.0,-70.8,120.0,80.0,9230.0,50.0,12.58,18.47,1.26,48.21,9485.08,49.67,52.1,62.58,63.06,49.67,46.27,80.0,100.0,81.0,110.12,78.19,79.72,62.61,58.03,4.14,79.24,72.35,21.44,1853.44,45.41,28.94,80.0,2564.85,0.0,63.68,1.2,119.91,72.35,36.41,81.0,-62.94,1
50.0,41.5,142.88,2035.66,65.0,-79.51,120.0,80.0,10100.0,50.0,28.75,16.46,1.32,49.07,10407.91,49.09,54.09,66.55,61.72,49.64,49.23,80.0,100.0,81.0,135.19,71.33,106.13,61.65,64.79,20.67,72.03,60.5,23.7,1776.26,46.78,29.92,80.0,2391.7,0.0,70.39,1.25,115.08,67.3,80.64,67.0,-79.85,1
50.0,43.0,135.0,2255.81,66.0,-80.0,120.0,80.0,10000.0,50.1,64.71,1.65,1.33,50.78,10177.04,50.73,53.8,61.5,60.23,49.83,49.15,80.0,100.0,81.0,120.0,71.2,73.28,63.19,59.41,15.48,71.87,68.38,21.5,2045.4,47.87,29.64,80.0,2872.24,0.0,73.47,1.26,119.91,74.09,80.61,74.0,-71.39,0
50.0,39.0,125.0,2679.49,59.0,-73.07,120.0,80.0,9200.0,50.0,47.33,18.08,1.26,50.99,10490.92,50.57,47.15,65.41,65.9,49.93,50.99,80.0,100.0,81.0,115.11,68.92,71.42,59.44,54.86,10.61,69.57,62.84,26.64,2218.55,48.9,31.09,80.0,2872.24,0.0,72.1,0.88,119.91,62.84,82.93,68.0,-79.85,1
50.0,41.5,123.0,2038.55,37.5,-49.52,120.0,80.0,9400.0,50.0,63.99,36.26,1.08,-0.25,18149.16,18.08,41.56,46.37,21.44,47.52,-0.55,75.0,100.0,70.0,134.48,56.24,58.35,51.94,52.91,11.7,56.59,42.78,0.0,3404.67,73.67,21.81,20.0,6434.5,0.0,-8.73,0.94,1.98,66.47,84.4,67.0,1.58,1
50.0,43.0,100.0,2799.07,65.0,-78.06,120.0,80.0,10200.0,51.11,46.55,6.84,1.05,44.75,10196.5,50.69,55.89,63.44,63.73,49.89,45.21,80.0,100.0,81.0,67.82,68.15,70.21,62.32,58.41,20.67,68.7,73.99,21.0,1642.02,45.76,29.07,80.0,1616.08,0.0,71.07,1.26,119.91,84.22,81.67,84.0,-56.91,2
25.0,41.5,130.0,2216.1,70.0,-63.62,120.0,80.0,9580.0,50.0,61.78,18.47,1.24,42.46,9293.13,50.79,62.61,61.72,60.37,49.96,43.06,80.0,100.0,81.0,122.5,81.13,82.61,65.59,59.89,24.81,82.07,64.31,22.0,1699.74,43.99,28.3,80.0,1442.93,0.0,68.11,1.23,119.91,69.03,79.74,71.0,-76.0,1
50.0,40.5,125.0,2119.48,59.0,-80.0,130.0,80.0,9500.0,50.0,66.57,17.03,0.59,50.01,9780.16,50.6,55.79,61.62,61.07,49.83,46.79,80.0,100.0,81.0,120.0,78.63,80.27,63.16,58.83,7.86,79.95,61.3,22.87,2007.13,43.29,36.64,80.0,1321.01,0.0,54.12,0.87,136.25,68.9,44.85,69.0,-79.49,1
25.0,43.0,158.82,3012.56,85.0,-45.0,85.0,80.0,10200.0,50.0,39.41,56.06,1.28,6.46,20623.21,19.33,46.5,56.62,42.85,50.54,7.08,75.0,100.0,70.0,137.72,60.18,62.71,56.88,57.2,9.27,61.27,60.46,100.0,8107.65,90.68,22.95,20.0,6570.04,0.0,7.34,1.28,1.98,60.53,13.71,72.0,2.97,0
50.0,41.5,112.0,2038.55,46.5,-49.55,120.0,80.0,9600.0,50.0,66.75,7.32,1.53,48.97,9395.59,50.44,50.6,65.75,65.11,49.93,46.34,80.0,100.0,81.0,96.74,83.99,84.82,67.71,62.52,3.69,84.66,67.29,29.77,2199.09,56.33,32.14,80.0,2923.48,0.0,57.6,1.07,120.23,67.35,83.65,74.0,-60.48,2
50.0,39.0,127.39,1878.0,62.0,-80.0,120.0,80.0,9380.0,50.0,1.29,13.57,1.26,40.0,10459.14,2.15,49.0,65.5,61.35,50.02,39.93,80.0,100.0,81.0,159.15,85.75,86.61,67.1,64.66,0.3,86.74,63.03,23.99,1942.93,45.82,28.77,80.0,2282.1,0.0,62.31,1.23,120.23,62.96,38.13,69.0,-78.46,2
50.0,41.5,115.0,2174.46,74.0,-52.45,120.0,80.0,9400.0,50.12,13.06,17.32,1.26,48.29,9311.93,49.32,63.67,66.52,62.16,50.09,51.65,80.0,100.0,81.0,134.84,85.81,87.03,68.41,65.27,20.1,86.94,58.38,26.0,1680.29,45.28,33.24,80.0,1597.28,0.0,70.43,1.22,119.58,66.91,24.38,67.0,-77.39,0
50.0,43.0,140.0,2609.3,56.0,-79.84,120.0,80.0,10100.0,50.4,27.85,11.17,1.08,31.84,10202.98,49.09,57.39,63.8,63.89,49.77,36.01,80.0,100.0,81.0,114.36,71.13,73.64,61.97,54.35,16.77,71.97,69.54,12.51,1654.99,42.36,27.05,80.0,1154.34,0.0,39.78,1.16,119.91,71.72,63.56,72.0,-74.57,1
50.0,41.5,106.0,2038.55,63.0,-70.41,120.0,80.0,9400.0,50.0,66.43,1.65,1.29,50.76,10196.5,47.62,46.43,59.15,59.34,50.57,50.61,80.0,100.0,81.0,101.67,67.26,69.37,58.96,54.25,9.11,67.83,65.47,22.0,1795.72,45.47,29.85,80.0,3468.22,0.0,72.78,1.25,119.91,72.68,82.99,73.0,-73.86,2
50.0,41.5,157.0,2035.66,70.0,-79.12,120.0,80.0,10200.0,50.0,38.93,1.56,0.81,57.4,10222.44,49.93,46.37,66.16,62.25,49.99,57.94,80.0,100.0,81.0,94.31,70.69,72.93,60.18,63.06,4.91,71.3,76.87,29.8,1532.43,45.22,31.6,80.0,1564.85,0.0,75.71,1.24,119.91,87.67,81.05,88.0,-48.46,2
50.0,43.0,126.04,2917.67,73.0,-72.74,120.0,80.0,10300.0,50.0,57.12,1.56,0.81,56.32,10177.04,50.5,44.84,64.14,62.01,50.21,56.32,80.0,100.0,81.0,89.72,70.11,72.93,60.18,60.65,3.34,69.44,74.66,28.0,1616.08,45.15,31.19,80.0,4243.84,0.0,76.0,1.24,119.91,84.98,81.49,85.0,-55.88,2
50.0,39.0,128.24,1878.0,63.0,-79.91,125.0,80.0,9400.0,50.0,13.17,5.3,1.29,34.21,10177.04,25.61,42.92,56.0,40.6,49.67,33.83,80.0,100.0,81.0,85.95,62.71,65.05,57.55,58.26,9.91,63.41,75.59,37.53,3372.24,65.21,25.88,80.0,4525.94,0.0,37.43,1.2,84.99,75.46,86.93,83.0,-46.71,2
25.0,43.0,130.0,2255.81,70.0,-80.0,120.0,80.0,9500.0,50.0,32.95,26.94,1.3,42.81,10183.53,50.79,54.93,62.29,61.85,50.09,43.2,80.0,100.0,81.0,130.24,70.56,72.19,61.43,57.68,19.9,70.94,56.59,25.0,1891.7,52.17,33.01,80.0,2276.26,0.0,62.06,1.25,118.94,65.06,54.34,65.0,-82.31,2
50.0,43.0,92.0,2991.88,78.0,-37.39,120.0,80.0,10130.0,40.71,56.32,13.96,1.28,42.91,9286.64,47.55,48.84,63.64,64.05,51.08,42.76,80.0,100.0,81.0,109.44,81.71,82.83,64.82,60.78,0.52,82.64,64.98,22.0,1654.99,45.99,28.33,80.0,2885.21,0.0,60.65,1.21,120.56,65.08,84.7,74.0,-71.75,2
50.0,43.0,137.57,3012.56,85.0,-51.6,120.0,80.0,10400.0,50.0,65.29,34.14,1.26,43.8,9516.86,50.57,49.44,61.98,62.03,50.41,43.51,80.0,100.0,81.0,100.28,78.83,80.3,64.37,58.48,1.0,79.28,70.88,27.0,1571.34,46.72,28.43,80.0,1706.23,0.0,49.25,0.89,119.91,70.85,84.42,81.0,-37.19,2
50.0,42.0,104.0,2214.29,72.0,-65.35,120.0,80.0,9200.0,50.0,37.51,10.11,1.06,46.71,9126.46,49.58,61.88,63.13,63.19,50.37,45.9,80.0,100.0,81.0,110.48,81.55,83.03,65.37,59.34,20.26,81.71,66.24,16.0,1545.4,43.39,29.31,80.0,2462.39,0.0,69.35,1.24,119.91,66.39,83.79,79.0,-72.46,2
50.0,43.0,130.0,2799.07,67.0,-69.07,120.0,80.0,10200.0,51.11,27.15,14.34,1.24,40.22,9273.67,49.22,61.49,65.21,67.0,49.51,40.97,80.0,100.0,81.0,115.08,80.14,82.19,65.01,59.54,13.34,81.68,67.55,20.0,1738.0,44.54,28.06,80.0,1468.22,0.0,56.0,1.2,119.91,69.93,57.54,69.0,-77.03,0
25.0,43.0,159.95,2991.88,71.0,-45.0,85.0,80.0,12000.0,50.0,15.55,37.51,1.27,6.0,13977.3,25.29,36.62,44.03,19.65,46.78,4.92,75.0,100.0,70.0,135.46,55.18,57.97,51.78,52.17,4.97,55.41,49.09,0.0,3308.04,39.0,18.41,20.0,3218.55,0.0,0.0,1.08,1.98,48.87,53.15,75.0,1.94,2
50.0,42.0,130.0,2214.29,66.0,-80.0,120.0,80.0,9600.0,50.0,14.77,5.5,1.28,41.12,8985.73,49.86,63.99,62.87,59.79,49.73,39.1,80.0,100.0,81.0,130.24,82.32,83.67,69.63,62.04,21.13,83.31,63.25,23.0,1667.32,43.19,28.84,80.0,1314.53,0.0,66.95,0.95,119.91,68.45,80.52,69.0,-80.2,1
25.0,43.0,160.0,2988.84,5.0,-50.0,2.0,80.0,14000.0,50.0,52.96,39.72,1.27,45.0,9587.55,56.91,51.24,63.48,61.88,50.09,45.23,80.0,100.0,81.0,125.31,80.72,82.51,65.14,60.59,3.02,81.52,64.31,31.8,2205.58,51.27,38.22,80.0,2116.08,0.0,53.47,1.19,130.16,64.31,84.27,72.0,-76.32,1
50.0,43.0,81.74,3012.56,71.0,-36.37,120.0,80.0,10400.0,50.0,55.55,1.65,1.32,61.27,10394.94,47.81,47.27,65.02,60.74,49.89,61.35,80.0,100.0,81.0,79.97,68.76,71.2,59.25,61.75,5.32,69.73,72.8,23.0,1372.24,43.23,30.05,80.0,4922.83,0.0,85.31,1.28,119.91,83.13,80.2,85.0,-55.88,2
25.0,43.0,135.0,2988.84,5.0,-50.0,2.0,80.0,14000.0,50.0,63.51,39.72,1.27,52.62,9516.86,56.72,52.33,63.96,61.78,49.99,52.84,80.0,100.0,81.0,124.96,82.51,84.21,65.91,61.72,3.27,83.44,65.47,29.0,1808.69,13.91,54.1,80.0,1648.51,0.0,49.55,1.19,120.56,65.47,64.07,77.0,-74.21,1
25.0,43.0,160.0,2988.84,5.0,-50.0,120.0,80.0,14000.0,50.0,62.74,40.11,1.27,47.76,9568.09,56.24,50.28,63.09,62.26,50.02,47.09,80.0,100.0,81.0,112.26,79.98,81.42,65.14,59.6,1.96,80.75,70.14,26.0,1693.26,46.01,36.74,80.0,1597.28,0.0,57.67,1.18,119.91,78.83,83.45,79.0,-66.47,1
50.0,43.0,72.0,2991.88,79.0,-69.46,120.0,80.0,10130.0,40.71,57.81,16.26,1.26,43.21,9395.59,48.74,50.44,65.08,64.05,50.09,43.96,80.0,100.0,81.0,125.31,83.63,85.07,65.43,62.9,0.0,84.56,59.02,23.5,1718.55,44.51,29.14,80.0,1936.45,0.0,58.25,1.22,124.71,63.45,45.83,64.0,-74.93,1
50.0,42.0,130.0,2214.29,65.0,-80.0,120.0,80.0,9600.0,50.12,66.01,17.23,1.19,42.73,10196.5,49.16,59.6,61.37,58.7,50.15,40.42,80.0,100.0,81.0,135.19,70.72,73.28,62.07,60.85,20.13,71.33,69.34,31.51,1904.67,46.59,35.2,80.0,2282.1,0.0,68.6,1.17,125.03,76.34,82.91,76.0,-71.75,2
50.0,41.5,125.93,2038.55,67.0,-80.0,120.0,80.0,9400.0,50.0,44.41,39.24,1.28,57.25,10388.46,50.44,48.31,65.87,62.76,50.21,56.86,80.0,100.0,81.0,99.62,70.18,72.45,59.95,63.25,4.69,70.75,78.92,29.5,1693.26,47.87,28.4,80.0,3974.06,0.0,69.02,0.67,119.91,90.24,81.3,91.0,-38.97,1
50.0,43.0,131.74,2799.07,70.0,-61.88,120.0,80.0,10600.0,51.11,56.66,4.24,1.31,49.62,10004.54,48.9,56.3,66.65,63.64,50.21,49.77,80.0,100.0,81.0,70.99,71.01,73.54,62.23,60.4,19.68,72.19,75.05,25.8,1545.4,45.86,30.86,80.0,1564.85,0.0,73.09,1.26,119.91,87.54,80.5,87.0,-53.42,2
50.0,43.0,154.36,2991.88,71.0,-80.0,125.0,80.0,10400.0,50.0,1.23,1.75,1.27,53.78,10285.99,4.4,47.58,67.45,56.16,49.73,53.31,80.0,100.0,81.0,142.15,72.35,74.5,60.53,67.71,4.49,72.7,61.78,24.05,1346.95,44.22,29.21,80.0,1372.24,0.0,63.62,1.21,125.03,68.64,82.01,69.0,-79.49,2
50.0,42.0,124.0,1771.43,66.0,-73.67,120.0,80.0,9500.0,50.0,37.34,6.26,1.27,46.42,9318.42,50.44,59.48,62.0,62.22,50.12,45.6,80.0,100.0,81.0,115.38,81.52,82.74,64.5,59.47,19.68,82.13,65.98,21.8,1769.78,44.64,29.41,80.0,1512.97,0.0,69.13,0.89,119.91,76.14,83.82,74.0,-71.75,1
50.0,40.5,105.0,2296.3,65.0,-64.14,125.0,80.0,9900.0,40.71,29.92,16.74,1.29,45.97,9273.67,50.18,46.82,57.17,57.84,49.7,45.82,80.0,100.0,81.0,104.16,73.03,74.76,63.41,56.49,3.56,73.83,79.37,15.04,1590.79,45.15,24.6,80.0,1218.55,0.0,7.5,1.22,120.23,79.37,31.23,85.0,-48.46,2
50.0,40.5,112.0,2119.48,60.0,-78.76,120.0,80.0,9600.0,50.0,32.8,39.72,1.25,55.15,9407.91,56.24,54.47,62.68,61.39,49.83,56.13,80.0,100.0,81.0,100.28,80.68,82.07,64.5,59.73,5.65,81.49,69.11,31.68,2186.12,53.96,36.44,80.0,2616.08,0.0,59.41,1.19,120.23,69.11,81.12,73.0,-65.76,1
50.0,40.5,110.0,2119.48,36.5,-58.73,120.0,80.0,9400.0,50.0,56.72,39.72,1.25,49.56,9402.08,57.07,53.84,61.78,61.39,50.41,52.32,80.0,100.0,81.0,110.48,79.92,81.04,64.5,60.14,6.64,80.49,67.61,29.11,2263.29,32.01,27.05,80.0,2564.85,0.0,49.4,1.19,9.66,60.37,82.22,73.0,-81.95,0
50.0,41.5,155.93,2035.66,65.0,-59.15,120.0,80.0,9950.0,50.0,28.57,1.56,0.81,58.02,10215.95,50.25,48.96,65.97,62.4,50.73,56.71,80.0,100.0,81.0,101.67,71.2,73.76,59.79,62.9,6.32,71.87,71.13,29.0,1667.32,47.75,32.3,80.0,1846.95,0.0,77.06,1.24,119.91,79.47,81.3,82.0,-60.84,2
25.0,43.0,100.0,2846.51,69.0,-77.1,120.0,80.0,10500.0,51.11,14.48,31.35,1.27,1.62,13977.3,32.24,50.98,54.76,43.77,50.02,1.84,75.0,100.0,70.0,134.48,61.17,63.57,58.26,57.58,21.0,61.39,50.82,8.39,8715.95,96.99,24.73,20.0,5127.76,0.0,-5.18,0.79,1.98,68.9,35.56,69.0,2.3,2
50.0,40.5,112.0,2119.48,63.0,-67.61,120.0,80.0,9600.0,50.0,65.34,17.03,0.59,50.01,9812.58,50.69,55.79,63.16,61.07,48.48,49.18,80.0,100.0,81.0,120.0,79.53,80.27,63.16,58.83,6.83,79.95,62.39,21.79,1923.48,85.23,26.69,80.0,2923.48,0.0,64.41,0.87,133.04,73.13,33.61,73.0,-78.1,1
50.0,41.5,123.0,2038.55,67.0,-76.66,120.0,80.0,9400.0,50.0,68.17,40.11,1.27,49.63,9177.69,56.43,51.34,62.96,62.26,50.31,53.51,80.0,100.0,81.0,114.01,80.91,82.26,64.85,60.37,2.5,81.78,64.28,32.16,2301.56,12.54,40.85,80.0,379.38,0.0,45.63,1.18,150.65,85.36,82.0,86.0,-76.32,2
50.0,40.5,122.25,2296.3,65.0,-66.14,120.0,80.0,9500.0,50.0,56.11,7.51,1.05,48.81,9536.32,50.28,52.38,64.03,61.78,49.93,48.89,80.0,100.0,81.0,134.87,81.78,83.25,65.01,60.91,5.68,82.16,71.78,26.0,1410.51,50.69,31.73,80.0,2141.37,0.0,41.51,1.17,43.64,69.82,83.0,74.0,-70.36,2
50.0,40.5,106.0,2119.48,62.0,-80.0,125.0,80.0,9300.0,50.0,68.28,39.62,1.25,47.83,9407.91,56.56,53.16,63.54,62.48,49.96,47.91,80.0,100.0,81.0,109.8,80.49,82.0,64.66,60.72,5.26,81.61,62.07,25.5,1866.41,47.04,31.3,80.0,1789.23,0.0,59.77,1.19,119.91,67.88,68.65,68.0,-78.81,0
50.0,43.0,127.72,2917.67,73.0,-68.37,120.0,80.0,10300.0,50.0,61.39,1.65,0.81,56.32,10222.44,50.37,44.98,64.07,61.96,50.12,56.25,80.0,100.0,81.0,90.4,68.63,70.88,59.76,59.92,3.85,69.44,74.66,28.0,1590.79,45.25,30.99,80.0,1571.34,0.0,76.0,1.24,119.91,84.98,81.49,86.0,-54.81,2
25.0,43.0,129.4,3012.56,85.0,-50.0,120.0,80.0,12000.0,50.0,57.61,38.57,1.28,34.62,9318.42,50.63,57.37,65.87,66.28,49.93,36.34,80.0,100.0,81.0,101.61,77.64,79.57,65.34,57.87,9.46,78.7,67.26,17.26,1538.91,15.45,26.28,80.0,2237.35,0.0,38.96,0.89,119.58,67.26,29.65,71.0,-71.39,0
50.0,43.0,86.12,3012.56,39.0,-61.12,120.0,80.0,10400.0,50.0,67.52,1.56,1.32,62.58,10407.91,50.69,46.97,65.11,61.1,49.89,62.66,80.0,100.0,81.0,79.84,68.76,71.2,59.25,61.85,3.59,69.34,77.06,23.0,1519.46,44.93,28.4,80.0,1571.34,0.0,81.18,1.23,119.91,87.41,79.88,88.0,-47.07,1
50.0,43.0,100.0,2897.65,69.0,-78.45,120.0,80.0,10130.0,49.88,68.32,19.91,1.08,54.85,10132.3,56.81,48.32,63.83,62.84,50.34,55.24,80.0,100.0,81.0,100.28,67.96,69.98,59.57,58.99,10.64,68.57,71.01,30.0,1885.21,47.14,32.84,80.0,1827.5,0.0,71.2,1.25,119.91,71.26,81.82,82.0,-62.58,2
50.0,42.27,130.0,2846.51,57.44,-68.85,120.0,80.0,10350.0,50.1,62.0,22.69,1.1,48.77,10587.55,49.03,55.28,68.63,66.81,50.66,48.77,80.0,100.0,81.0,131.66,73.28,75.91,62.45,65.11,14.14,74.12,70.34,20.0,2077.17,48.8,27.63,80.0,1936.45,0.0,38.42,0.89,119.91,70.34,37.95,78.0,-65.76,2
